File Number,Company Name,,County,Regional Office,Service Category Name,Email,Phone
TRA1/47/C01/1703,EURO AFRICA TRAVEL COMPANY LIMITED,,Nairobi,Nairobi,Tour or safari operators,accounts@euroafricatravel.co.ke,25470831133
TRA1/47/C04/1762,PREMIER GRAND TOURS AND TRAVEL LTD,,Nairobi,Nairobi,Travel Agency  (Ticketing),john@premiergrandtours.com,724207344
TRA1/47/C01/1782,ADVENTURES CONNECT LTD,,Nairobi,Nairobi,Tour or safari operators,info@adventuresconnect.co.ke,722371171
TRA1/47/C01/1820,"AFRICA SAFARI DISCOVERY TOURS ",,Nairobi,Nairobi,Tour or safari operators,ammos@africasafaridiscovery.com,722736393
TRA1/47/C02/1824,BEAUTIFUL EARTH SAFARIS,,Nairobi,Nairobi,Tourist service vehicle hire,franklinasira@gmail.com,0
TRA1/47/C01/1831,SAFARI LINE DEFENDER TOURS LTD,,Nairobi,Nairobi,Tour or safari operators,safarilinetours@gmail.com,729314333
TRA1/47/C01/1834,ROSMA TRAVEL LIMITED,,Nairobi,Nairobi,Tour or safari operators,info@rosmatoursandtravel.com,721259390
TRA1/47/C01/1842,AFRICAN BEADS SAFARIS,,Nairobi,Nairobi,Tour or safari operators,info@beadsafaris.co.ke,706933003
TRA1/47/C01/1845,BOUNTIFUL SAFARIS LTD,,Nairobi,Nairobi,Tour or safari operators,Ceo@bountifulsafaris.com,724840482
TRA1/47/C01/1861,SOKOMOTO LTD,,Nairobi,Nairobi,Tour or safari operators,info@sokomoto.com,722701085
TRA1/47/C01/1864,MARIO HOLIDAYS LIMITED,,Nairobi,Nairobi,Tour or safari operators,bookings@mariotours.com,723868661
TRA1/47/C01/1923,AGS TRAVEL AFRICA LIMITED,,Nairobi,Nairobi,Tour or safari operators,trave@agstravelafrica.co.ke,748317186
TRA1/47/C01/1925,AFRICA TOURS & JOURNEYS,,Nairobi,Nairobi,Tour or safari operators,info@africatoursk.com,720106140
TRA1/47/C01/1926,EATGUDA TRAVEL SAFARIS LIMITED,,Nairobi,Nairobi,Tour or safari operators,eatdga@gmail.com,725789788
TRA1/47/C01/1929,SAFARI SERVICES EAST AFRICA LTD,,Nairobi,Nairobi,Tour or safari operators,safari@eastafricasafariventures.com,722315159
TRA1/47/C01/1933,KIKWETU CULTURAL ADVENTURES LIMITED,,Nairobi,Nairobi,Tour or safari operators,kikwetucultural@gmail.com,0
TRA1/47/C01/1939,MTANA SAFARIS LTD,,Nairobi,Nairobi,Tour or safari operators,info@mtanasafaris.com,722809076
TRA1/47/C01/1943,ROSOLO SAFARIS & EVENTS,,Nairobi,Nairobi,Tour or safari operators,rosolosafaris@gmail.com,25472880017
TRA1/47/C01/1949,ALLIGATOR ADVENTURE TOURS & SAFARIS,,Nairobi,Nairobi,Tour or safari operators,info@alligatorsafaris.com,0724 889 732
TRA1/47/C01/1950,ADVENTURE THREE SIXTY AFRICA LTD,,Nairobi,Nairobi,Tour or safari operators,"adventurethreesixty@gmail.com ",723297800
TRA1/47/C01/1980,EXPLORE SAFARIS BY TUFAYN LTD,,Nairobi,Nairobi,Tour or safari operators,accounts@explore-safaris.com,25478319419
TRA1/47/C04/1983,ANGANI TOURS & TRAVEL,,Nairobi,Nairobi,Travel Agency  (Ticketing),reservations@anganitravel.com,725221445
TRA1/47/C04/1984,KAYLAN TOURS AND TRAVEL,,Nairobi,Nairobi,Travel Agency  (Ticketing),info@kaylantravel.com,0
TRA1/47/C01/1991,SAND RIVER ECO-CAMP,,Narok,Nairobi,Tour or safari operators,compliance@elewa0.com,711422989
TRA1/47/C01/1995,LIFE NATURE SAFARIS LTD,,Nairobi,Nairobi,Tour or safari operators,nyashep@yahoo.com,720614558
TRA1/47/C01/1996,ADEX ADVENTURE EXPEDITIONS LTD,,Nairobi,Nairobi,Tour or safari operators,richard@adventureandexpeditions.com,722338514
TRA1/47/C04/2005,STAR OF EAST AFRICA,,Nairobi,Nairobi,Travel Agency  (Ticketing),starofeatravel@gmail.com,2.54716E+11
TRA1/47/C01/2006,STAR OF EAST AFRICA,,Nairobi,Nairobi,Tour or safari operators,starofeastafrica@gmail.com,715617166
TRA1/47/C01/2421,KENYA PREDATORS SAFARI LIMITED,,Nairobi,Nairobi,Tour or safari operators,fndmunj@gmail.com,733696182
TRA1/47/C01/2428,ENOCKS CAR HIRE SERVICES,,Nairobi,Nairobi,Tour or safari operators,enockscarhireservices@gmail.com,721250422
TRA1/47/C01/2429,TOURS AND CAMPING KENYA,,Nairobi,Nairobi,Tour or safari operators,info@tourandcamping.com,722706584
TRA1/47/C01/2433,"LUXE DESTINATION MANAGEMENT LTD ",,Nairobi,Nairobi,Tour or safari operators,joy@luxetravelmanagers.com,780888043
TRA1/47/C01/2435,LIT ADVENTURES LTD,,Nairobi,Nairobi,Tour or safari operators,"info@litadventures.co.ke ",723345505
TRA1/47/C01/2436,SPARROWS AFRICA EXPEDITION,,Nairobi,Nairobi,Tour or safari operators,sparrowsafricaexpenditionltd@gmail.com,720452802
TRA1/47/C01/2438,OFTEN IN AFRICA TOURS LIMITED,,Nairobi,Nairobi,Tour or safari operators,oftenk@hotmail.com,25472950707
TRA1/47/C01/2448,TAWESTE TOURS AND SAFARIS,,Nairobi,Nairobi,Tour or safari operators,tawestesafaris@yahoo.com,2.54722E+11
TRA1/47/C01/2453,DONWEL TOURS AND TRAVEL LIMITED,,Nairobi,Nairobi,Tour or safari operators,info@donweltoursntravel.co.ke,721342828
TRA1/47/C01/2454,LION RIDER TOURS & SAFARIS LIMITED,,Nakuru,Nairobi,Tour or safari operators,info@lionridertours.com,721778636
TRA1/47/C01/2455,SPEKES CAMP LTD,,Nairobi,Nairobi,Tour or safari operators,spekesc@gmail.com,717793424
TRA1/47/C01/2458,KENT CORPORATE LTD,,Nairobi,Nairobi,Tour or safari operators,info@kentcorporate.co.ke,722326726
TRA1/47/C01/2459,"PRIDE OF AFRICA ADVENTURES AND SAFARIS ",,Nairobi,Nairobi,Tour or safari operators,info@prideofafricaadventures.com,702243553
TRA1/47/C01/2460,VOLUNTOURS ADVENTURES LIMITED,,Nairobi,Nairobi,Tour or safari operators,info@voluntoursadventures.com,721605395
TRA1/47/C01/25075,BUSH EYES SAFARIS,,Nairobi,Nairobi,Tour or safari operators,mercy@busheyes.com,722770962
TRA1/47/C01/2468,KAMPUR ENTERPRISES LTD,,Nairobi,Nairobi,Tour or safari operators,"enquiries@kampurtraveldiaries.com ",2.54718E+11
TRA1/47/C01/2469,FARU TOURS AND TRAVEL LTD,,Nairobi,Nairobi,Tour or safari operators,farutours@gmail.com,2.54724E+11
TRA1/47/C04/2472,"BIGMAN TRAVEL AND HOLIDAYS LIMITED ",,Nairobi,Nairobi,Travel Agency  (Ticketing),"info@bigmantravel.com ",2.54722E+11
TRA1/47/C04/2473,Path International Limited,,Nairobi,Nairobi,Travel Agency  (Ticketing),info@pathinternational.co.ke,781500500
TRA1/47/C01/2479,AFRICAN GATES TOURS & SAFARIS LIMITED,,Nairobi,Nairobi,Tour or safari operators,mwanzasimonm69@gmail.com,722373721
TRA1/47/C01/2482,HOLIDAY DESTINATION SAFARIS NAIROBI,,Nairobi,Nairobi,Tour or safari operators,"info@holidaydesti0tionsafaris.com ",770050072
TRA1/47/C01/2483,"GOVERNORS SAFARIS LIMITED ",,Nairobi,Nairobi,Tour or safari operators,complianceke@wildernessdestinations.com,792143937
TRA1/47/C02/2486,SIERA MIKE TOURS LIMITED,,Nairobi,Nairobi,Tourist service vehicle hire,sieramikesafaris@gmail.com,722559467
TRA1/47/C01/25100,ACQUIRE ADVENTURES SAFARIS,,Nairobi,Nairobi,Tour or safari operators,acquireadventuressafaris@gmail.com,722876977
TRA1/47/C04/2493,TWENDE WORLDWIDE TOURS AND TRAVEL LTD,,Nairobi,Nairobi,Travel Agency  (Ticketing),info@twendeworldwide.com,2.54711E+11
TRA1/47/C01/2494,"PEAFOWL TOURS ",,Nairobi,Nairobi,Tour or safari operators,jane@peafowltours.com,2.54722E+11
TRA1/47/C01/2495,"EXPERIA TOURS & TRAVEL ",,Nairobi,Nairobi,Tour or safari operators,diane@experiatravel.co.ke,0
TRA1/47/C01/2497,"ROCKHOPPER AFRICA SAFARIS ",,Kiambu,Nairobi,Tour or safari operators,mkanyi@rockhoppersafaris.com,714972421
TRA1/47/C04/2498,ENIOLA TOURS & TRAVEL LTD,,Nairobi,Nairobi,Travel Agency  (Ticketing),eniolatoursandtravel@gmail.com,719209772
TRA1/47/C01/2500,THE LELESHWA SAFARI COMPANY LIMITED,,Nairobi,Nairobi,Tour or safari operators,safari@eastafricasafariventures.com,702630084
TRA1/47/C01/2502,RARE BREED SAFARIS LTD,,Nairobi,Nairobi,Tour or safari operators,rarebreedsafaris@yahoo.com,707111720
TRA1/47/C04/2504,"CRYSTAL VOYAGE LTD ",,Nairobi,Nairobi,Travel Agency  (Ticketing),info@crystaltourskenya.com,721994205
TRA1/47/C01/2505,MORINDAT TOURS & TRAVEL LIMITED,,Nairobi,Nairobi,Tour or safari operators,info@morindattours.com,25471745535
TRA1/47/C01/2507,LUXURY EXPEDITIONS LIMITED,,Nairobi,Nairobi,Tour or safari operators,luxuryexpeditions@eas.co.mu,769523545
TRA1/47/C04/2508,"HOLIDAY BAZAAR LIMITED ",,Nairobi,Nairobi,Travel Agency  (Ticketing),"jinal@holidaybazaar.com ",722774444
TRA1/47/C01/2510,MUFASA TOURS AND TRAVELS,,Nairobi,Nairobi,Tour or safari operators,info@mufasatoursandtravel.com,701302035
TRA1/47/C04/2513,"PEBBLE TOURS AND TRAVEL LTD ",,Nairobi,Nairobi,Travel Agency  (Ticketing),"info@pebbletravel.co.ke ",2.54723E+11
TRA1/47/C02/2519,APOLLO TOURS & TRAVEL LIMITED,,Nairobi,Nairobi,Tour or safari operators,info@apollotours.co.ke,704838617
TRA1/47/C01/2521,"BATELLEUR EAGLE SAFARIS ",,Nairobi,Nairobi,Tour or safari operators,newtonnjuguna78@gmail.com,2.54716E+11
TRA1/47/C01/2529,THE LAZIZI  PREMIERE LIMITED,,Nairobi,Nairobi,Tour or safari operators,shivan@faslgroup.com,725167908
TRA1/47/C01/2533,"GLOBAL CONNECT TRAVEL AND TOURS LTD ",,Nairobi,Nairobi,Tour or safari operators,globalconnect89@gmail.com,700193310
TRA1/47/C04/2540,DENSEY TOUR & TRAVEL LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),"John@denseytravel.com ",721332113
TRA1/47/C04/2542,"VANESSA AIR TRAVEL AND TOURS LIMITED ",,Nairobi,Nairobi,Travel Agency  (Ticketing),"info@vanessaairtravel.co.ke ",733999920
TRA1/47/C01/2543,WONDROUS WILD TOURS SAFARIS LIMITED,,Nairobi,Nairobi,Tour or safari operators,"davidkahinga@yahoo.com ",721830834
TRA1/47/C01/2551,"TULIVU SAFARIS LIMITED ",,Nairobi,Nairobi,Tour or safari operators,ruthgathee@yahoo.co.uk,25470003624
TRA1/47/C01/2552,"AFRICA MICE & DMC TRAVEL LIMITED ",,Nairobi,Nairobi,Tour or safari operators,"travel@goplacesafricadmc.com ",719764000
TRA1/47/C01/2554,POLLMAN'S TOURS AND SAFARIS LTD,,Nairobi,Nairobi,Tour or safari operators,pollmans@pollmans.co.ke,721786553
TRA1/47/C02/2555,OBESUM SAFARIS LIMITED,,Nairobi,Nairobi,Tourist service vehicle hire,davidkimani9416@gmail.com,721977146
TRA1/47/C01/2560,"SUNSHINE TRAVEL AND TOURS LTD ",,Nairobi,Nairobi,Tour or safari operators,"contactsunshinetravelandtours@gmail.com ",711300041
TRA1/47/C01/2561,TROT AFRICA ECO SAFARI LTD,,Nairobi,Nairobi,Tour or safari operators,aperez@trotafricaecosafaris.com,2.54725E+11
TRA1/47/C04/2562,KILIAN TOURS AND TRAVEL AGENCY LTD,,Nairobi,Nairobi,Travel Agency  (Ticketing),"info@kiliantravel.co.ke ",792080300
TRA1/47/C01/2564,"AFRICA MARVEL LTD ",,Kiambu,Nairobi,Tour or safari operators,info@africamarveltours.com,710653965
TRA1/47/C03/2568,"GOVERNORS AVIATION LTD ",,Nairobi,Nairobi,Local air charter,complianceke@wildernessdestinations.com,792143937
TRA1/47/C01/2569,ROCK AGAMA TOURS LTD,,Nairobi,Nairobi,Tour or safari operators,info@rockagamatours.com,719442665
TRA1/47/C01/2571,"POR AFRICA SAFARIS LTD ",,Nairobi,Nairobi,Tour or safari operators,info@porafricasafaris.com,722708513
TRA1/47/C01/2573,"THE CRUISEHUB LIMITED ",,Nairobi,Nairobi,Tour or safari operators,finance@thecruisehub.co.ke,2.54712E+11
TRA1/47/C01/2575,"LORDSTOWN TRAVEL GROUP ",,Nairobi,Nairobi,Tour or safari operators,"info@lordstowntravel.com ",722668977
TRA1/47/C04/2576,"LORDSTOWN TRAVEL GROUP ",,Nairobi,Nairobi,Travel Agency  (Ticketing),info@lordstravel.com,722668977
TRA1/47/C01/2582,"STARLUCK TRAVEL LIMITED ",,Nairobi,Nairobi,Tour or safari operators,"info@starlucktravel.com ",2.54724E+11
TRA1/47/C01/2587,VILLADISE TOURS AND SAFARIS LIMITED,,Nairobi,Nairobi,Tour or safari operators,"villadisetours@gmail.com ",2.54723E+11
TRA1/47/C01/2589,"KITAMBO SAFARIS LTD ",,Nairobi,Nairobi,Tour or safari operators,"kitambosafaris@gmail.com ",25472848522
TRA1/47/C01/2592,INFINI AFRICA SAFARI LIMITED,,Nairobi,Nairobi,Tour or safari operators,olivia@infiniafrica.com,113096604
TRA1/47/C01/2596,IAFRICA HOLIDAY TOURS AND TRAVEL(K) LIMITED,,Nairobi,Nairobi,Tour or safari operators,info@iafricaholiday.com,799008666
TRA1/47/C01/2598,"ISKER  SAFARIS LIMITED ",,Nairobi,Nairobi,Tour or safari operators,iskersafaris@gmail.com,720376018
TRA1/47/C02/2600,CHARRIS SAFARIS LIMITED,,Nairobi,Nairobi,Tourist service vehicle hire,ccngure@yahoo.com,729302074
TRA1/47/C01/2604,CROWNED EAGLE SAFARIS LTD,,Nairobi,Nairobi,Tour or safari operators,info@crownedeaglesafari.com,703594440
TRA1/47/C01/2607,OLOIP SAAFARI LTD,,Nairobi,Nairobi,Tour or safari operators,sales@oloipsafaris.co.ke,25703329375
TRA1/47/C04/2610,DORIQUE AIR TRAVEL AND TOURS LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),info@doriqueairtravel.co.ke,25433555521
TRA1/47/C01/2613,MENTORS AFRICA SAFARIS LTD,,Nairobi,Nairobi,Tour or safari operators,lavenda@mentorsafricasafaris.com,25728666464
TRA1/47/C04/2614,LUXE DESTINATION MANAGEMENT LTD,,Nairobi,Nairobi,Travel Agency  (Ticketing),joy@luxetravelma0gers.com,780888043
TRA1/47/C01/2616,"SAMBAZA AFRIKA TOURS AND TRAVEL LIMITED ",,Nairobi,Nairobi,Tour or safari operators,sambazaafrika@gmail.com,722861202
TRA1/47/C01/2622,PACK AND GO TOURS AND TRAVEL LTD,,Nairobi,Nairobi,Tour or safari operators,info@packngotours.com,25471268527
TRA1/47/C01/2625,ABIB SWIFT TRAVEL AGENCIES LTD,,Nairobi,Nairobi,Tour or safari operators,tours@swiftravel.co.ke,722288100
TRA1/47/C01/2626,ABUPET SAFARI VENTURES LIMITED,,Nairobi,Nairobi,Tour or safari operators,info@abupetsafariventures.com,722391755
TRA1/47/C01/2629,R12 AFRICA  LTD,,Nairobi,Nairobi,Tour or safari operators,info@ri2africa.com,723448110
TRA1/47/C01/2630,BLUECHIP AVIATION LIMITED,,Nairobi,Nairobi,Tour or safari operators,info@bluechipaviationltd.com,742877833
TRA1/47/C01/2632,HERI AFRICA ADVENTURE LTD,,Nairobi,Nairobi,Tour or safari operators,info@heriafrica.com,720905498
TRA1/47/C01/2633,KESTEL TOURS AND TRAVEL,,Nairobi,Nairobi,Tour or safari operators,kesteltours@gmail.com,725231457
TRA1/47/C01/2637,BONFIRE ADVENTURES -WESTGATE,,Nairobi,Nairobi,Tour or safari operators,westgate@bonfireadventures.com,741303030
TRA1/47/C04/2638,"EROS AFRICA LIMITED ",,Nairobi,Nairobi,Travel Agency  (Ticketing),info@erosafrica.com,2.54725E+11
TRA1/47/C01/2601,AFRICAN THRILLS,,Nairobi,Nairobi,Tour or safari operators,info@africanthrills.com,732328051
TRA1/47/C01/2615,"DESTINY HOSPITALITY LIMITED ",,Nairobi,Nairobi,Tour or safari operators,destinyhos2013@gmail.com,717232208
TRA1/47/C01/2623,MWAKULI TOURS AND TRAVEL LTD,,Nairobi,Nairobi,Tour or safari operators,mwakulitour@gmail.com,769677242
TRA1/47/C01/2625,ABIB SWIFT TRAVEL AGENCIES LTD,,Nairobi,Nairobi,Tour or safari operators,tours@swiftravel.co.ke,722288100
TRA1/47/C01/2639,"ABSOLUTE HOLIDAY SAFARIS ",,Nairobi,Nairobi,Tour or safari operators,info@absoluteholidaysafaris.com,716382235
TRA1/47/C01/2640,BUDGET HOLIDAY SAFARIS,,Nairobi,Nairobi,Tour or safari operators,info@budgetholidaysafaris.com,25479940735
TRA1/47/C01/2641,ECONOMIC ADVENTURE SAFARIS,,Nairobi,Nairobi,Tour or safari operators,info@economicadventuresafaris.com,768815853
TRA1/47/C01/2642,PATH INTERNATIONAL LTD,,Nairobi,Nairobi,Tour or safari operators,info@pathinternational.co.ke,781500500
TRA1/47/C01/25295,ESAALISHOI SAFARI COMPANY LIMITED,,Nairobi,Nairobi,Tour or safari operators,kiprotiche78@gmail.com,721762898
TRA1/47/C02/2648,MUCHANN AFRIK,,Nairobi,Nairobi,Tourist service vehicle hire,muchannafrik@gmail.com,2.54721E+11
TRA1/47/C01/2649,Kiboko Kenya Safaris Limited,,Nairobi,Nairobi,Tour or safari operators,info@kibokokenyasafaris.com,25472779261
TRA1/47/C01/2650,FEDE TOURS AND LOGISTICS LIMITED,,Nairobi,Nairobi,Tour or safari operators,info@fedesafaris.com,2.54722E+11
TRA1/47/C01/2654,INTO ADVENTURE SAFARIS LTD,,Nairobi,Nairobi,Tour or safari operators,info@intoadventuresafaris.com,794589996
TRA1/47/C01/2659,BLUEBERRY VOYAGE LIMITED,,Nairobi,Nairobi,Tour or safari operators,blueberrynbo@blueberrytravel.com,2.54101E+11
TRA1/47/C04/2660,BLUEBERRY VOYAGE LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),blueberrynbo@blueberrytravel.com,25410145233
TRA147/C01/2665,ENKOROK MARA CAMP LTD,,Nairobi,NairobiEldoretNyeri,Tour or safari operators,reservations@enkorokmaracamp.com,728504599
TRA1/47/C01/2666,ZILKO TOURS AND TRAVEL LIMITED,,Nairobi,Nairobi,Tour or safari operators,zilkotravelke@gmail.com,717457860
TRA1/47/C01/2667,WAN MEI TOURS AND TRAVEL LIMITED,,Nairobi,Nairobi,Tour or safari operators,wanmeitours@gmail.com,25472605949
TRA1/47/C01/2677,HI 5 ADVENTURES LTD,,Nairobi,Nairobi,Tour or safari operators,info@hifiveadventures.co.ke,25472942669
TRA1/47/C02/2681,THORNS EXPEDITIONS LIMITED,,Nairobi,Nairobi,Tourist service vehicle hire,thornexpeditionsltd@gmail.com,25472696908
TRA1/47/C01/2687,LATALPA ADVENTURES LIMITED,,Nairobi,Nairobi,Tour or safari operators,latalpaadventures@gmail.com,2.54737E+11
TRA1/47/C01/2690,APODIFORMES ADVENTURES LTD,,Nairobi,Nairobi,Tour or safari operators,apodiformesadventures@gmail.com,713500528
TRA1/47/C02/2693,KARIBU EDUCATIONAL AND SERVICE TRIPS,,Nairobi,Nairobi,Tourist service vehicle hire,jmwaka32@gmail.com,719294573
TRA1/47/C02/2695,LANDMARK EXPEDITIONS,,Nairobi,Nairobi,Tourist service vehicle hire,landmarkexpeditions@hotmail.com,722267816
TRA1/47/C04/2696,"FLY HOLIDAY DREAMZ ",,Nairobi,Nairobi,Travel Agency  (Ticketing),reservation.nbo@holidaydreamz.net,2.54714E+11
TRA1/47/C01/2698,DYER CONSERVATION AND SAFARIS LTD,,Laikipia,Nairobi,Tour or safari operators,dyerconservation.safaris@gmail.com,711481476
TRA1/47/C02/2700,NDERE TOURS LIMITED,,Nairobi,Nairobi,Tourist service vehicle hire,nderetourslimited@gmail.com,25471803596
TRA1/47/C02/2703,CROSS WILD SAFARIS,,Nairobi,Nairobi,Tourist service vehicle hire,crosswildsafaris@gmail.com,724527616
TRA1/47/C01/2709,SPIRIT OF KENYA SAFARIS,,Nairobi,Nairobi,Tour or safari operators,beauty@spiritofkenya.com,714361314
TRA1/47/C01/2716,HOLYLAND EXCURSIONS TOURS AND TRAVEL LTD,,Nairobi,Nairobi,Tour or safari operators,holylandexcursions@gmail.com,722785561
TRA1/47/C01/2720,TAYIAI SAFARIS LTD,,Nairobi,Nairobi,Tour or safari operators,koshal.punny@gmail.com,711518337
TRA1/47/C02/2726,MAFRICO CAR HIRE LIMITED,,Nairobi,Nairobi,Tourist service vehicle hire,nzomojim@gmail.com,25472196082
TRA1/47/C01/2727,BONGO INTERNATIONAL TRAVEL CO.LTD,,Nairobi,Nairobi,Tour or safari operators,info@bongoint.com,712624199
TRA1/47/C01/2729,SAVANNAH SOUND SAFARIS LIMITED,,Nairobi,Nairobi,Tour or safari operators,danjapaneseguide@gmail.com,722227959
TRA1/47/C01/2731,PESMWA INVESTMENTS LIMITED (NAIMA SAFARIS),,Nairobi,Nairobi,Tour or safari operators,naimasafaris20@gmail.com,725110067
TRA1/47/C01/2737,ALL OVER AFRICA TOURS AND TRAVEL,,Nairobi,Nairobi,Tour or safari operators,alloverafricasafaris@gmail.com,752496399
TRA1/47/C02/2740,OSIRAM CAR HIRE SERVICES,,Nairobi,Nairobi,Tourist service vehicle hire,osiramcarhire@gmail.com,722710627
TRA1/47/C01/2742,PARABOLIC SAFARIS LTD,,Nairobi,Nairobi,Tour or safari operators,jmndungu1977@gmail.com,721603649
TRA1/47/C01/2743,SPOTON VACATIONS LTD,,Nairobi,Nairobi,Tour or safari operators,info@spotonvacations.com,711459840
TRA1/47/C01/2746,MARKET SERVICE STATION LTD,,Nairobi,Nairobi,Tour or safari operators,info@marketcarhire.com,714445008
TRA1/47/C01/2751,GRAYTON EXPEDITIONS,,Nairobi,Nairobi,Tour or safari operators,info@gratonexpeditions.com,728469628
TRA1/47/C01/2752,BREEZY TOURS AND TRAVEL,,Nairobi,Nairobi,Tour or safari operators,breezytours07@gmail.com,2.54721E+11
TRA1/47/C02/2753,GREAT GAME SAFARIS LTD,,Nairobi,Nairobi,Tourist service vehicle hire,greatgame26@gmail.com,716106403
TRA1/47/C04/2759,GRANITE TRAVEL LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),INFO@GRANITE-TRAVEL.COM,723815748
TRA1/47/C01/2760,KIBOKO TOURS AND TRAVEL LIMITED,,Nairobi,Nairobi,Tour or safari operators,info@kibokotoursandtravel.com,25473296222
TRA1/47/C02/2761,SUHAILAH TOURS AND TRAVEL LTD,,Nairobi,Nairobi,Tourist service vehicle hire,suhailahtours@gmail.com,728535207
TRA1/47/C04/2762,TRANS GLOBAL TRAVEL LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),transglobalagencies@gmail.com,720036429
TRA1/47/C02/2764,KARAGANMASH SAFARIS,,Nairobi,Nairobi,Tourist service vehicle hire,elizakaragan@gmail.com,2.54722E+11
TRA1/47/C02/2766,EAST AFRICAN TOURIST TRANSPORTERS LIMITED,,Nairobi,Nairobi,Tourist service vehicle hire,eastafricantourist@gmail.com,722684378
TRA1/47/C02/2770,NGENYBOR VENTURES LTD,,Nairobi,Nairobi,Tourist service vehicle hire,skipruto@gmail.com,722855421
TRA1/47/C02/2772,TERRY RENTAL AND TRAVEL,,Nairobi,Nairobi,Tourist service vehicle hire,simonkiarie22@gmail.com,2.54722E+11
TRA1/47/C02/2773,RHYE NATURE TOURS LTD,,Nairobi,Nairobi,Tourist service vehicle hire,nziokahenry@yahoo.com,724883028
TRA1/47/C01/2775,ZUIMEI AFRICA TRAVEL LTD,,Nairobi,Nairobi,Tour or safari operators,scfirst@163.com,25475737330
TRA1/47/C01/2777,BINTU AFRICA ADVENTURES LIMITED,,Nairobi,Nairobi,Tour or safari operators,bintuafricasafaris@gmail.com,720425205
TRA1/47/C04/2877,RAGWA TRAVELS LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),ragwatravels@gmail.com,25472283037
TRA1/47/C04/2888,THE TRAVEL LOUNGE LTD,,Nairobi,Nairobi,Travel Agency  (Ticketing),info@travelloungeltd.com,2.5472E+11
TRA1/47/C02/2791,"MAWENZI COMPANY LIMITED ",,Nairobi,Nairobi,Tourist service vehicle hire,mawenziventures@gmail.com,2.54722E+11
TRA1/47/C04/2792,"ABIGAIL ADVENTURES ",,Nairobi,Nairobi,Travel Agency  (Ticketing),info@abiadventures.com,721816569
TRA1/47/C01/2796,MARBLE TRAVEL BUREAU,,Nairobi,Nairobi,Tour or safari operators,info@marbletravel.com,703505558
TRA1/47/C02/2797,Destinations Marketing Consultants Limited.,,Nairobi,Nairobi,Tourist service vehicle hire,desti0tionsmarketingc@gmail.com,2.54723E+11
TRA1/47/C04/2798,"BIEN TRAVEL LIMITED ",,Nairobi,Nairobi,Travel Agency  (Ticketing),info@bientravel.co.ke,794587422
TRA1/47/C01/2800,"BROWN RAVEN TOURS LIMITED ",,Nairobi,Nairobi,Tour or safari operators,info@brownraventours.com,735363227
TRA1/47/C01/2802,MORNING STAR TOURS AND TRAVEL,,Nairobi,Nairobi,Tour or safari operators,morningstarsafaris@gmail.com,742143599
TRA1/47/C02/2803,"ESEROI TREK AND OUTFITTERS LIMITED ",,Nairobi,Nairobi,Tourist service vehicle hire,eseroitreks.ke@gmail.com,25479149684
TRA1/47/C01/2806,"WOW SAFARIS LTD ",,Nairobi,Nairobi,Tour or safari operators,paras@wowsafaris.co.ke,700511847
TRA1/47/C02/2807,"MIRYN CAR HIRE SERVICES ",,Nairobi,Nairobi,Tourist service vehicle hire,miryncarhireservices@gmail.com,723889656
TRA1/47/C02/2810,BEN BEN BUSH ADVENTURES KENYA LIMITED,,Nairobi,Nairobi,Tourist service vehicle hire,bedkinyiri76@gmail.com,2.54722E+11
TRA1/47/C02/2814,PARKS VISIT TOURS CAR HIRE,,Nairobi,Nairobi,Tourist service vehicle hire,parkstours270@gmail.com,727985070
TRA1/47/C04/2816,YEYUKA AFRICA  TOURS AND TRAVEL LIMITED,,Nairobi,Nairobi,Travel Agency  (Ticketing),info@yeyukatravel.com,721357010
TRA1/47/C01/2817,QUATTRO TRAVEL LTD,,Nairobi,Nairobi,Tour or safari operators,sales@quattrotravel.com,720011568
TRA1/47/C02/2820,GASTONE SAFARIS LIMITED,,Nairobi,Nairobi,Tourist service vehicle hire,gastonesafaris@gmail.com,720716028
TRA1/47/C01/2825,LAGUNA VENTURES COMPANY LTD,,Nairobi,Nairobi,Tour or safari operators,"info@launavoyage.com ",722293784
TRA1/47/C01/2827,BIG TUSKS SAFARIS,,Nairobi,Nairobi,Tour or safari operators,bigtusksafaris@gmail.com,727914966
TRA1/47/C02/2828,AKIN LIMITED,,Kiambu,Nairobi,Tourist service vehicle hire,akinlimited2020@gmail.com,2.54723E+11
TRA1/47/C04/2831,LAMARA TOURISM AND TRAVEL AGENCY LTD,,Nairobi,Nairobi,Travel Agency  (Ticketing),lamaratourism@gmail.com,729988995
TRA1/47/C01/2832,SOKOMOTO LIMITED,,Nairobi,Nairobi,Tour or safari operators,info@sokomoto.limited,722701085
TRA1/47/C01/2836,TAI EXPEDITIONS,,Nairobi,Nairobi,Tour or safari operators,roseline.muchai@gmail.com,722646146
TRA1/47/C01/2837,ENTALATA SAFARIS LIMITED,,Nairobi,Nairobi,Tour or safari operators,entalatasafarisltd@gmail.com,25473893355
